sha256,product_uid,variant,file_type,furniture_type,subtype,tags_csv,brand,name
662e159da42b0bda1615058775d0c66293ea79fe3bc98fcea3113a95aaa58ce4,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_wire_base_upholstered_seat_pad,revit,Chair,,,herman_miller,eames molded fiberglass chairs
37f0aecf2d9f516c8caf0be081bf52b07bd8f8c353df65f9b78e0fe2b825e476,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_4_leg_base_upholstered_seat_pad,autocad_3d,Chair,,,herman_miller,eames molded fiberglass chairs
b60ddfeef2d82bd55824b83da57aa3b7bd1effcd6a21b0b6bf615d7a789dd1c1,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_4_leg_base_upholstered_seat_pad,sketchup,Chair,,,herman_miller,eames molded fiberglass chairs
fcbd3fd7e0ee10e6c149cab99e1cf9c479995d63659fa4946eb4a7b272119cf4,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_dowel_base_fully_upholstered,autocad_3d,Chair,,,herman_miller,eames molded fiberglass chairs
22fb77aa0a4c6d9a178318cec0a1e5508ee83fd4b1e80ad476a0090903a246b3,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_dowel_base_fully_upholstered,sketchup,Chair,,,herman_miller,eames molded fiberglass chairs
d617b883d373f3162a6480eb9712f05f686ba18155e9522656bc13f3e6cab535,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_dowel_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded fiberglass chairs
033d97bc12f618f25778bf2661d87e161dc71235815914ca13349d812867cfe5,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_dowel_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded fiberglass chairs
68a590cd755ca61304076f7dbf8c1447938ad7880d891d83ac6571c9ed7b9262,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_dowel_base_upholstered_seat_pad,autocad_3d,Chair,,,herman_miller,eames molded fiberglass chairs
e13c7a00ff5707f3107e620de7da1eca349423b4e4761d886565345491ab0127,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_dowel_base_upholstered_seat_pad,sketchup,Chair,,,herman_miller,eames molded fiberglass chairs
9c4b4e2d46f4f640258bca75e5e2979bde56bfc601da3da893a80ee0c6fae455,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_stacking_base,autocad_3d,Chair,,,herman_miller,eames molded fiberglass chairs
c2d48bd4cffde519659ec042646c72a54b7104f4b011c2a3e2bacb56868dee99,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_stacking_base,sketchup,Chair,,,herman_miller,eames molded fiberglass chairs
e5ba51edad6b7e2de30b8ea8efc1a1bba45e7de107d30066020443c49d24ff26,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_wire_base_fully_upholstered,autocad_3d,Chair,,,herman_miller,eames molded fiberglass chairs
373282faebc9babc4e21cfef1a370c1d67bcbfa460f785827907712f83505c42,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_wire_base_fully_upholstered,sketchup,Chair,,,herman_miller,eames molded fiberglass chairs
8a5d90f77698fcc8f12b8de4bab33e4e7fd9a536ebfaf4df957111f2264429bd,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_wire_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded fiberglass chairs
8fc4ae3b29c4a0f4541ac3db2761de5da16362ae9427a413ced33f14f41bbb29,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_wire_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded fiberglass chairs
e227226e3f4c4be5f9ee74957dd8dbb7e8e38505a065180e91a295769fc2e214,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_wire_base_upholstered_seat_pad,autocad_3d,Chair,,,herman_miller,eames molded fiberglass chairs
cec464e6c835f68ad9dd0c4a14d7fd4f555644cd0be0417ea08f61f59f931fb1,herman_miller:eames_molded_fiberglass_chairs,eames_molded_fiberglass_side_chair_wire_base_upholstered_seat_pad,sketchup,Chair,,,herman_miller,eames molded fiberglass chairs
4b6e41c1d58591a945bf9a0dd72659e8e6d85c42ad5e68b9736c92035e40e32e,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_4_leg_base_fully_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
bc4530709f83080f8ac67e3bfde7eee90006b13e85cb137e30110dedc1e3c7c4,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_4_leg_base_fully_upholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
0304bcfcad62b6fb73beabced7b0d315ef77636c1c202ee49abba05a86ce4d81,herman_miller:eames_molded_plastic_chairs,eames_molded_fiberglass_armchair_wire_base_fully_upholstered,revit,Chair,,,herman_miller,eames molded fiberglass chairs
89048339bc727f644242e7213d75f1e5c8e9f165467c480b7687e94b23346370,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_4_leg_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
4c200fb2f056790b4628533981f0d1f1d81ad5f79c34f02df3d83c8ebb928435,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_4_leg_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
1bdf9214f2d1f1777d89341972159c035e2c5a63c5219a172b6248fdaf10a789,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_4_leg_base_nonupholstered,revit,Chair,,,herman_miller,eames molded plastic chairs
c618bed150834ede524f05f996d7674548c36d4619cbb4440a905968963e5349,herman_miller:eames_molded_plastic_chairs,eames_molded_fiberglass_armchair_wire_base_nonupholstered,revit,Chair,,,herman_miller,eames molded fiberglass chairs
d7f029c65abf2a1215bde28d644691fc1cd5eb7cd337cd1af0cf0c91a19b3be7,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_4_leg_base_upholstered_seat_pad,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
8e543faa49c69aba6e9c358df1b28e19a51ac68f834900fb1541bb22a46f5de4,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_4_leg_base_upholstered_seat_pad,sketchup,Chair,,,herman_miller,eames molded plastic chairs
c5d01d2036f19bbf754f0551bce161790352d1b9f9b41282df235dd165c14bd5,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_dowel_base_fully_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
a5555c8574cb20fb1fffb1960970d08c18f1037f7a845782c2b15d4b8e9cd931,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_dowel_base_fully_upholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
0257ea7db6929fea28fc46a46df7baaaee2e836f5b73425ef2fe9319de1731c8,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_dowel_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
503d521905544000e8c568fbf796c76737a161749683f149dc63766c1309bd27,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_dowel_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
d98e625294dc2ae2352f14a0946702c63eace55e3e6ae0c90bf669d5ffe3fca8,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_dowel_base_upholstered_seat_pad,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
dd4b3df3591cdb948bb2a7ebbe8a38e5b1ce6c6010f349b9581a9b8e44c16f58,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_dowel_base_upholstered_seat_pad,sketchup,Chair,,,herman_miller,eames molded plastic chairs
fe13102dc64b9227e0537da68c9ae2721121eb9a96be0ae83938ea5d87291d0b,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_wire_base_fully_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
c6b379875dc0fb5c7d32601cc564645cda88f796c255ecd92a2cf67a8b16f8a0,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_wire_base_fully_upholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
485f19411cf2d78725e0aa663de8d563cbcb4b69573d69bd84fc31707278ebf5,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_wire_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
bd6e7c2abcdaed2e23018a6d2629a591117243a32cccf61c6ebff9b58d0ad104,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_wire_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
1844cdf3a7d19ecc11c4f634b81cd294a2d7d5413b927eec361001c5715b1813,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_wire_base_upholstered_seat_pad,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
fbe18ea3f5c498f1afaeddce8aef3ca3e2ea616590e3561bbbcec4e0a8bb60e9,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_armchair_wire_base_upholstered_seat_pad,sketchup,Chair,,,herman_miller,eames molded plastic chairs
b4dcabbdba3cbca45fc09c597f766fe269dfe83d9e549ca611d0d35a880f022f,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_rocking_chair_fully_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
bc4b65a57e457949e5751e3c888c45951938f1e71ae51fd16488fa6b08bd3221,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_rocking_chair_fully_upholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
a3d9bb3c3f49df80d3e94341e9701ff24e41034586a91d89bd4373210b64afc7,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_rocking_chair_fully_upholstered,revit,Chair,,,herman_miller,eames molded plastic chairs
39f431537421ebaeb42e77b776af093b817e0df0adafebf75c428407d3d3999f,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_rocking_chair_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
0b8a9b4c846873e5182f7ea7be1bfb947b3d8e6319544ebdb0bceeba17aeec80,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_rocking_chair_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
8ced0da06a8f191b2cb59f998dd6dd8ffdfd26c0a20e7aeee4b86b01abeed509,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_rocking_chair_nonupholstered,revit,Chair,,,herman_miller,eames molded plastic chairs
61ad97aa7549501448e105b30386b8f895c9cadc4f5ba4c07f322bbe9c6de149,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_rocking_chair_upholstered_seat_pad,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
5604079c431ebf6ce16353d9ae10b0d15892220835c3e1ff58603017c11eda87,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_rocking_chair_upholstered_seat_pad,sketchup,Chair,,,herman_miller,eames molded plastic chairs
cc4398195415a42167cf7ddf502c084f69ba83715f146e328bf73086a682bfd3,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_4_leg_base_fully_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
9e7b549b68238ef1330f9eb1bc542488ebddd979fc4dbb116040ef3815903f15,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_4_leg_base_fully_upholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
0684ee5d911289a93b2a0f073ee662a09f1263e3b107359c9fc656be5272dffd,herman_miller:eames_molded_plastic_chairs,eames_molded_fiberglass_side_chair_wire_base_fully_upholstered,revit,Chair,,,herman_miller,eames molded fiberglass chairs
a3e3b8517b5e5ba9a06676da7a910e78cf0b9818b12a1fa7478bf8e936988384,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_4_leg_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
2937e61aae64372705abf59f6dfe7e180765b65eb8d359923d0aad7cb4129118,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_4_leg_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
662e159da42b0bda1615058775d0c66293ea79fe3bc98fcea3113a95aaa58ce4,herman_miller:eames_molded_plastic_chairs,eames_molded_fiberglass_side_chair_wire_base_upholstered_seat_pad,revit,Chair,,,herman_miller,eames molded fiberglass chairs
52204b784d36ad3ae62cc1b8e4e9d5aa0fcd2331708eb4ac0fb7c1d33c10dbe8,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_4_leg_base_upholstered_seat_pad,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
78899df5c56e6386c3a583d228518562b0074742ef7732084ca6ed8a7986892e,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_4_leg_base_upholstered_seat_pad,sketchup,Chair,,,herman_miller,eames molded plastic chairs
2da41fd8c854df082c7a2344711212de75e31229a1dd3ef6c9540254cdddedf8,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_dowel_base_fully_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
b5d47f5dbad768f7898a06bd66c3e4b8f031c31e1947330caf865edb1c056f0d,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_dowel_base_fully_upholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
08d1b2aacb2ba507d320903c7c8b705c0b9dab198397e6904481cd14d65e48cb,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_dowel_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
7c24dc3ba6756b7a6b5d1e49d48ebe23ec1cbddb5d1d4ec89a4a8b242498d1ae,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_dowel_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
d5f6bab18d2583851912cac3d98715635e112c64348c88248ab97d2763603074,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_dowel_base_upholstered_seat_pad,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
5efd7a774bc77e731b365192af5d05fff88a117b225d37c129a7d23199872c12,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_dowel_base_upholstered_seat_pad,sketchup,Chair,,,herman_miller,eames molded plastic chairs
d32ae605797daf46877fbc01c73b2c465112470c72a3941f20d9b8b2f2036435,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_stacking_base,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
c0f3b89854d2c8dfbc43aa533939814667b85d1f2c8be99f3111a5d48d77884d,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_stacking_base,sketchup,Chair,,,herman_miller,eames molded plastic chairs
3866fd8b88b1b6d397c710a5cde68af499f4434329f1ff03bb06353bf03bb4b8,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_wire_base_fully_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
a453b15d6656757bf43a5e3eb401f94ffa08444710ed701616d7b20d03bd1b97,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_wire_base_fully_upholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
f33f8f7957980149145b06d1b82cf7464a3222bdfab1a584ce925c4b072925d0,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_wire_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
7b450bb551cbfec3d0a020c060475fa8abafc42db45f55a5ff9ebb1a03fb20a3,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_wire_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plastic chairs
0ee91c1abe434161c9caeeee5c04eb88c4a1b77a685b78e3d21e9a62c2e5037b,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_wire_base_upholstered_seat_pad,autocad_3d,Chair,,,herman_miller,eames molded plastic chairs
dbeecd72be63fe71fceaddda1c2b3474797397870878cdb197f554d71f0f232d,herman_miller:eames_molded_plastic_chairs,eames_molded_plastic_side_chair_wire_base_upholstered_seat_pad,sketchup,Chair,,,herman_miller,eames molded plastic chairs
6b3382e8d1b7f9c707f7fe75de7ff0123de9b3f992c4f3f084c2d8405ba28e82,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_dining_chair_metal_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plywood chairs
fc4754a0136652c167c28511a4d6d4a9322ad2e4fcbd78dbc1c59cbda76bab86,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_dining_chair_metal_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plywood chairs
456c848b8769cf649eab72fbfb39c11f78dedcf8310328d0e4cbb7110fe3a53e,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_dining_chair_metal_base_upholstered,revit,Chair,,,herman_miller,eames molded plywood chairs
d10a605ebad9a4b3f071483e747ab894041046aa618c6f3bafb2d1757cc7a014,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_dining_chair_metal_base_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plywood chairs
1d7d5433d8de9fe4dd0ba6dc5e1770f5552b3b92d9c74b0b6dea4d9438485ca6,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_dining_chair_metal_base_upholstered,sketchup,Chair,,,herman_miller,eames molded plywood chairs
e926d9533650edc55b864360a2b85d8c5c4aa9b15d3b6ad4a17387c009ec2d7d,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_dining_chair_wood_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plywood chairs
cbb8077d43388e2cf117060397796db045869989cda54292bdf445e07a343728,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_dining_chair_wood_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plywood chairs
5de92e591f4c8d44c03770550a24837670dd5ca0e82722a7470482ec5393227b,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_dining_chair_wood_base_upholstered,revit,Chair,,,herman_miller,eames molded plywood chairs
7cc24be8ecfc1782638b35d099e6e424b24806cd11801a9c78629949219db5eb,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_dining_chair_wood_base_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plywood chairs
63eda2af3da47c4d407325c647779d52e96a416da921c36e123e9d048281c4a1,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_dining_chair_wood_base_upholstered,sketchup,Chair,,,herman_miller,eames molded plywood chairs
ae7a66ef840050cce285c6e0bee75d312d2b93ac0d1615c5c8c22cf3a4d49691,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_lounge_chair_metal_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plywood chairs
af3e39f245f4cc56ea06eb04603f1af217188c579cd99bc9eef50c12b5121a29,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_lounge_chair_metal_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plywood chairs
446abdd3629a3ae22f6c6f683cf34c3d96624f7b7ee8c4bb6f8f4c94b1d5a611,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_lounge_chair_metal_base_upholstered,revit,Chair,,,herman_miller,eames molded plywood chairs
aec470f399f321a563143d7f5fe12851bbcd85d6f0e168651866f3197cc48834,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_lounge_chair_metal_base_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plywood chairs
e602783ac49d9fcee2ec98d9018f7e7fc17234291c33ebe13c04f1b11c6f1e6d,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_lounge_chair_metal_base_upholstered,sketchup,Chair,,,herman_miller,eames molded plywood chairs
cef43b793ac70acab0fad10a3b541b791d69230c798969e0e9388518ca7af0fc,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_lounge_chair_wood_base_nonupholstered,autocad_3d,Chair,,,herman_miller,eames molded plywood chairs
3e456f15be36de39b36f1d0c60e0f4f7f2ed996fa3dc50e49cd6aa8b6e06e659,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_lounge_chair_wood_base_nonupholstered,sketchup,Chair,,,herman_miller,eames molded plywood chairs
d01e813a90fc2629a1dbb93ec84f71614445c74b240acb2cadc6d2908dff8a6a,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_lounge_chair_wood_base_upholstered,revit,Chair,,,herman_miller,eames molded plywood chairs
d0dfa67b376e55873360c816aa5cc777051893880203cbec596d48859a8b97bd,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_lounge_chair_wood_base_upholstered,autocad_3d,Chair,,,herman_miller,eames molded plywood chairs
7bfd2c98dc6cef7a4dbd2bc7af479a0f9fd87f39276d12db8f38ed0f22be242f,herman_miller:eames_molded_plywood_chairs,eames_molded_plywood_lounge_chair_wood_base_upholstered,sketchup,Chair,,,herman_miller,eames molded plywood chairs
c2f0d556bb4164e3680d4ca44c723dfe12febb6af409a90c79e86eb84e02bd25,herman_miller:eames_soft_pad_chairs,eames_soft_pad_chair_executive,autocad_3d,Chair,,,herman_miller,eames soft pad chairs
8e84d804cab1fb3e404482294bf2efcac88caee7bee445e5bfc6b5362a34776a,herman_miller:eames_soft_pad_chairs,eames_soft_pad_chair_executive,sketchup,Chair,,,herman_miller,eames soft pad chairs
488c0f752e5267d50a1e5350bb329c95a94bcc820adbc6f8873b1c65c1d6c3c1,herman_miller:eames_soft_pad_chairs,eames_soft_pad_chair_executive,revit,Chair,,,herman_miller,eames soft pad chairs
1ac7a9da0ca823d1eab5fbbde0534de4cc66581ca9f5dbaa065f9683ff2f411f,herman_miller:eames_soft_pad_chairs,eames_soft_pad_chair_management_armless,autocad_3d,Chair,,,herman_miller,eames soft pad chairs
87e890260de746ccd19cf6127980c6c30ee90257425bb7e7a0cb59642f5f54e9,herman_miller:eames_soft_pad_chairs,eames_soft_pad_chair_management_armless,sketchup,Chair,,,herman_miller,eames soft pad chairs
ce9654dbe51df296e8b87c96ea0f09857085f9d9b65cfb66679ca76cf44e32fa,herman_miller:eames_soft_pad_chairs,eames_soft_pad_chair_management_with_arms,revit,Chair,,,herman_miller,eames soft pad chairs
7e170ec114cc96aab9569ea269ca576b10390942a5a6f03714bcdbafa98cabdd,herman_miller:eames_soft_pad_chairs,eames_soft_pad_chair_management_with_arms,autocad_3d,Chair,,,herman_miller,eames soft pad chairs
5f86b5b9e78294f8a1d6de6c54beb12955e1349cca76e23802a3673d11e2f52b,herman_miller:eames_soft_pad_chairs,eames_soft_pad_chair_management_with_arms,sketchup,Chair,,,herman_miller,eames soft pad chairs
ddf94f9e48837e33a9451b25d2fd97b32bbaeca0f694dfd2d35a3d1eb3789aea,herman_miller:eames_soft_pad_chairs,eames_soft_pad_lounge_chair,autocad_3d,Chair,,,herman_miller,eames soft pad chairs
f249b87470d5b302689fcf333a2e8c18b6e5f0efb79f5c2e06446d9d184bfa5c,herman_miller:eames_soft_pad_chairs,eames_soft_pad_lounge_chair,sketchup,Chair,,,herman_miller,eames soft pad chairs
76dc81874c15e0f8b1900ccac11f97a6d47d69b156d2497894f151973f5756df,herman_miller:eames_soft_pad_chairs,eames_soft_pad_lounge_chair,revit,Chair,,,herman_miller,eames soft pad chairs
218b4221431fc0396efaa8ada3af773ed425898dc6707753475df6771e031799,herman_miller:eames_soft_pad_chairs,eames_soft_pad_ottoman,autocad_3d,Ottoman,,,herman_miller,eames soft pad chairs
5c71f4229c5e30705408552e6d61db2229978492ba54a903a21ef0407a7cbe84,herman_miller:eames_soft_pad_chairs,eames_soft_pad_ottoman,sketchup,Ottoman,,,herman_miller,eames soft pad chairs
cc44170c2d95165c64c8c707c8313009fff70aee22e6c5d6fa870ac290d7b753,herman_miller:eames_soft_pad_chairs,eames_soft_pad_ottoman,revit,Ottoman,,,herman_miller,eames soft pad chairs
ee1cb57421bddf2514a1617a24966169ec12c6ab1ff79737eed5c6d48bcfcd3a,herman_miller:eames_soft_pad_chairs,eames_soft_pad_side_chair_armless,autocad_3d,Chair,,,herman_miller,eames soft pad chairs
2588e8c67548b0b2e2f6d1803b8e36a8bec4e39f127c99f78ec7a8706ef1a71c,herman_miller:eames_soft_pad_chairs,eames_soft_pad_side_chair_armless,sketchup,Chair,,,herman_miller,eames soft pad chairs
a5ffbe27d0d259c170138ff06d54f45e5c701340d063433646a0756a227b72c7,herman_miller:eames_soft_pad_chairs,eames_soft_pad_side_chair_with_arms,revit,Chair,,,herman_miller,eames soft pad chairs
004e02ee2efa793bb097d37b6a6b1d1b790c45fef30a4abcebcd4b05b5b768c9,herman_miller:eames_soft_pad_chairs,eames_soft_pad_side_chair_with_arms,autocad_3d,Chair,,,herman_miller,eames soft pad chairs
4becfe7806e352b7dc8c81410496ef57a17b419ea0654fb514a23a9c8541ba97,herman_miller:eames_soft_pad_chairs,eames_soft_pad_side_chair_with_arms,sketchup,Chair,,,herman_miller,eames soft pad chairs
beb5ba2399fecc9584558376698da41953aff67ecad99aa9ceba57cf9e43d65c,herman_miller:eames_tables,eames_table_round_contract_base,autocad_3d,Table,,,herman_miller,eames tables
a1d2371e371cf7de0fc5e191bc7a3a88138a4d64dde1a9c93837733eb252ba29,herman_miller:eames_tables,eames_table_round_contract_base,sketchup,Table,,,herman_miller,eames tables
4d990de0234cfd0e0ff5de4ddb588543519bba1eef64a553e71b393fb9f0fab6,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
28501fb7f5a5675e332796a2ece66fcd535cd8ceddc08f119c244ca77ae73ac9,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
81784a641ec6f196afbe0852b7794d6765d584e0fc9f698a43331b82d89c0a11,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
022f341d22979a475796b92453568ca008dee044c431a883d1a80849e552011b,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
289a693a5a6dde4e21ac717563b7e5761a8896395f00a2291e0bffcdb5a3cd1e,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
adfd1d9ffa73b7b71507baef02516a614326ff38938d9f859a95ffe330f1be03,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
fe5da2edb948eb84f37df690ab2bb0462eb3bb19e2435d53bc936921a4942be6,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
35d9860f47664f12d93fb91012688bf8bee2a65c38113647cd2ee37eb34954d6,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
35a72715479c6db999b551738130579a26ce946a4f66b9ade13088442fa545a5,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
91ba8c429a0c0dd4d5817aa94a8eecce82cef92531797d3ea70b5867e40f42ff,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
cf7113ec2b5d4b5b38fae27fedf115c445cb3dafb55d4ec9d86610abca2604d9,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
7794587fc337b31ddcf8888f3a63f0454f764c31225a2201c592866d9f304c1d,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
439711d8bb35d355a745826fb522f2776ecbe30713bfe6b33a433100cd1f14d7,herman_miller:eames_tables,eames_table_round_contract_base,revit,Table,,,herman_miller,eames tables
